model,provider,prompt,prompt_sha,n_runs,n_valid,n_parse_failed,size_mean,size_std,precision_mean,recall_mean,f1_mean,f1_std,tp_mean,fp_mean,fn_mean,p_correct,p_noise,jaccard_mean,n_unique_sets,modal_set_freq,chunk_variability
kimi-k3 (nores),fireworks,v3,4167961094bd,100,100,0,28.99,0.1,1.0,0.9997,0.9998,0.0018,28.99,0.0,0.01,0.9997,0.0,0.9993,2,0.99,0.0003
